Level,servedirection1wide.2t,serverdisttonetxatROS,shottoshottimeservetoROS,servefromlatROS,servermaxvelfromservetoROS,serverdistancefromservetoROS,SHOT_OUTCOME,@1deuce2adv,AUSTRALIANAJESUS,SAQUESERROROLET,GANAELPUNTO,RALLY,MATCH,SET,filter_$,tacticanivel,Juegos
Alto,Lateral,4.4105,1.32,2.1004,3.4079,3.6777,1.0,Ventaja,Aus,0.0,Sacan,33.0,5.0,2.0,Not Selected,aus alto,5.0
Alto,Lateral,4.3163,1.36,3.0636,3.6138,3.9561,1.0,Ventaja,Aus,0.0,Sacan,38.0,5.0,2.0,Not Selected,aus alto,5.0
Alto,Lateral,4.3528,1.2,3.7034,3.5226,3.5772,1.0,Ventaja,Aus,0.0,Sacan,59.0,5.0,2.0,Not Selected,aus alto,8.0
Alto,Lateral,4.6531,1.24,3.3173,3.3381,3.3802,1.0,Ventaja,Aus,0.0,Sacan,61.0,5.0,2.0,Not Selected,aus alto,8.0
Alto,Lateral,4.5346,1.2,2.8219,3.2755,3.2982,1.0,Ventaja,Aus,0.0,Sacan,66.0,5.0,2.0,Not Selected,aus alto,9.0
Alto,Lateral,5.2886,1.16,1.7818,3.2595,2.6324,1.0,Ventaja,Aus,0.0,Sacan,60.0,6.0,2.0,Not Selected,aus alto,8.0
Alto,Lateral,4.8559,1.08,1.9823,3.6478,3.1642,1.0,Ventaja,Aus,0.0,Sacan,62.0,6.0,2.0,Not Selected,aus alto,8.0
Alto,Lateral,4.399699999999999,1.56,2.3193,3.1472,4.1055,1.0,Ventaja,Aus,0.0,Sacan,9.0,7.0,2.0,Not Selected,aus alto,2.0
Alto,Lateral,4.954599999999999,1.24,1.7725,3.4293,3.4173,1.0,Ventaja,Aus,0.0,Sacan,11.0,7.0,2.0,Not Selected,aus alto,2.0
Alto,Lateral,5.3321000000000005,1.04,2.9785,3.8331,2.9404,1.0,Ventaja,Aus,0.0,Sacan,33.0,7.0,2.0,Not Selected,aus alto,5.0
Alto,Lateral,5.266,1.12,2.6419,3.2365,2.9752,1.0,Ventaja,Aus,0.0,Sacan,38.0,7.0,2.0,Not Selected,aus alto,5.0
Alto,Lateral,5.600099999999999,0.96,3.9758,3.6609,2.8289,1.0,Ventaja,Aus,0.0,Restan,9.0,1.0,1.0,Not Selected,aus alto,2.0
Alto,Lateral,5.0013000000000005,1.36,3.3268,3.6123,3.7993,1.0,Ventaja,Aus,0.0,Restan,11.0,1.0,1.0,Not Selected,aus alto,2.0
Alto,Lateral,5.594099999999999,0.92,4.0136,3.7805,2.7624,1.0,Ventaja,Aus,0.0,Restan,31.0,1.0,1.0,Not Selected,aus alto,4.0
Alto,Lateral,4.5263,1.32,3.4247,3.6737,3.6203,1.0,Ventaja,Aus,0.0,Restan,36.0,1.0,1.0,Not Selected,aus alto,5.0
Alto,Lateral,5.1149,1.32,4.1604,2.6434,2.7507,1.0,Ventaja,Aus,0.0,Restan,41.0,1.0,1.0,Not Selected,aus alto,6.0
Alto,Lateral,5.6456,0.96,4.1903,3.7317,2.7167,1.0,Ventaja,Aus,0.0,Restan,59.0,1.0,1.0,Not Selected,aus alto,8.0
Alto,Lateral,5.5502,0.88,4.1917,3.3496,2.5243,1.0,Ventaja,Aus,0.0,Restan,61.0,1.0,1.0,Not Selected,aus alto,8.0
Alto,Lateral,5.9498,0.92,4.3604,3.3392,2.2483,1.0,Ventaja,Aus,0.0,Restan,88.0,1.0,1.0,Not Selected,aus alto,11.0
Alto,Lateral,4.9688,1.16,3.4136,4.0558,3.7272,1.0,Ventaja,Aus,0.0,Restan,96.0,1.0,1.0,Not Selected,aus alto,12.0
Alto,Lateral,5.3801000000000005,1.0,4.3066,3.5354,2.8811,1.0,Ventaja,Aus,0.0,Restan,4.0,1.0,2.0,Not Selected,aus alto,1.0
Alto,Lateral,5.6068,0.96,4.3043,3.4915,2.6544,1.0,Ventaja,Aus,0.0,Restan,6.0,1.0,2.0,Not Selected,aus alto,1.0
Alto,Lateral,5.541600000000001,1.12,3.7196,3.544,3.1703,1.0,Ventaja,Aus,0.0,Restan,8.0,1.0,2.0,Not Selected,aus alto,1.0
Alto,Lateral,4.6391,1.4,3.6671,3.2149,3.4524,1.0,Ventaja,Aus,0.0,Restan,22.0,1.0,2.0,Not Selected,aus alto,3.0
Alto,Lateral,4.3624,1.36,3.6648,3.5932,3.5848,1.0,Ventaja,Aus,0.0,Restan,24.0,1.0,2.0,Not Selected,aus alto,3.0
Alto,Lateral,5.721,0.96,4.5089,3.3951,2.5367,1.0,Ventaja,Aus,0.0,Restan,28.0,1.0,2.0,Not Selected,aus alto,4.0
Alto,Lateral,4.2244,1.84,2.8776,3.2773,4.1363,1.0,Ventaja,Aus,0.0,Restan,54.0,1.0,2.0,Not Selected,aus alto,7.0
Alto,Lateral,4.8988,1.4,3.6684,3.4883,3.4436,1.0,Ventaja,Aus,0.0,Restan,58.0,1.0,2.0,Not Selected,aus alto,8.0
Alto,Lateral,4.4219,1.52,3.5148,3.1626,3.6108,1.0,Ventaja,Aus,0.0,Restan,62.0,1.0,2.0,Not Selected,aus alto,8.0
Alto,Lateral,4.8673,1.36,3.6717,3.2663,3.4019,1.0,Ventaja,Aus,0.0,Restan,65.0,1.0,2.0,Not Selected,aus alto,9.0
Alto,Lateral,4.2555,1.4,3.6085,3.7083,3.8323,1.0,Ventaja,Aus,0.0,Restan,16.0,2.0,1.0,Not Selected,aus alto,2.0
Alto,Lateral,4.5395,1.2,3.8166,3.3864,3.3694,1.0,Ventaja,Aus,0.0,Restan,25.0,2.0,1.0,Not Selected,aus alto,4.0
Alto,Lateral,4.417299999999999,1.36,3.5334,3.3082,3.6576,1.0,Ventaja,Aus,0.0,Restan,27.0,2.0,1.0,Not Selected,aus alto,4.0
Alto,Lateral,4.262600000000001,1.56,3.2856,3.1335,3.8033,1.0,Ventaja,Aus,0.0,Restan,32.0,2.0,1.0,Not Selected,aus alto,4.0
Alto,Lateral,5.589,1.0,4.6604,3.3064,2.2713,1.0,Ventaja,Aus,0.0,Restan,45.0,2.0,1.0,Not Selected,aus alto,6.0
Alto,Lateral,4.9082,1.2,3.815,3.5575,3.2271,1.0,Ventaja,Aus,0.0,Restan,47.0,2.0,1.0,Not Selected,aus alto,6.0
Alto,Lateral,5.1759,1.12,4.1763,3.4909,2.7877,1.0,Ventaja,Aus,0.0,Restan,52.0,2.0,1.0,Not Selected,aus alto,7.0
Alto,Lateral,4.5283,1.2,3.8922,3.6355,3.4003,1.0,Ventaja,Aus,0.0,Restan,12.0,2.0,2.0,Not Selected,aus alto,2.0
Alto,Lateral,4.5219,1.28,3.9265,3.7202,3.5187,1.0,Ventaja,Aus,0.0,Restan,32.0,2.0,2.0,Not Selected,aus alto,4.0
Alto,Lateral,5.3443,1.16,4.4184,3.5278,2.6043,1.0,Ventaja,Aus,0.0,Restan,34.0,2.0,2.0,Not Selected,aus alto,5.0
Alto,Lateral,5.2258,1.2,3.8697,3.694,3.1301,1.0,Ventaja,Aus,0.0,Restan,9.0,3.0,1.0,Not Selected,aus alto,2.0
Alto,Lateral,5.6911000000000005,1.12,4.2105,3.4155,2.6647,1.0,Ventaja,Aus,0.0,Restan,11.0,3.0,1.0,Not Selected,aus alto,2.0
Alto,Lateral,4.4793,1.28,4.0281,2.9978,3.2784,1.0,Ventaja,Aus,0.0,Restan,5.0,3.0,2.0,Not Selected,aus alto,1.0
Alto,Lateral,5.3682,1.12,4.3651,2.9402,2.4778,1.0,Ventaja,Aus,0.0,Restan,9.0,3.0,2.0,Not Selected,aus alto,2.0
Alto,Lateral,5.6579,1.08,4.1074,3.7926,2.8898,1.0,Ventaja,Aus,0.0,Restan,13.0,3.0,2.0,Not Selected,aus alto,2.0
Alto,Lateral,5.7476,1.0,4.3409,3.3019,2.4729,1.0,Ventaja,Aus,0.0,Restan,33.0,3.0,2.0,Not Selected,aus alto,5.0
Alto,Lateral,4.7761,1.32,3.033,2.8085,3.1999,1.0,Ventaja,Aus,0.0,Restan,5.0,4.0,1.0,Not Selected,aus alto,1.0
Alto,Lateral,5.0289,1.2,2.9302,3.0968,3.1648,1.0,Ventaja,Aus,0.0,Restan,8.0,4.0,1.0,Not Selected,aus alto,1.0
Alto,Lateral,6.2713,1.16,4.8251,2.8651,2.512,1.0,Ventaja,Aus,0.0,Restan,27.0,4.0,1.0,Not Selected,aus alto,4.0
Alto,Lateral,4.7895,1.04,3.803,3.3951,2.9535,1.0,Ventaja,Aus,0.0,Restan,20.0,5.0,1.0,Not Selected,aus alto,3.0
Alto,Lateral,4.9297,1.16,3.8759,3.4685,2.9711,1.0,Ventaja,Aus,0.0,Restan,42.0,6.0,1.0,Not Selected,aus alto,6.0
Alto,Lateral,4.4849,1.16,3.6659,3.7363,3.5525,1.0,Ventaja,Aus,0.0,Restan,44.0,6.0,1.0,Not Selected,aus alto,6.0
Alto,Lateral,4.4767,1.24,3.2752,3.7958,3.728,1.0,Ventaja,Aus,0.0,Restan,47.0,6.0,1.0,Not Selected,aus alto,6.0
Alto,Lateral,5.5725999999999996,1.12,3.8621,3.5685,2.6808,1.0,Ventaja,Aus,0.0,Restan,45.0,7.0,1.0,Not Selected,aus alto,6.0
Alto,Lateral,4.3151,1.32,3.8775,3.3697,3.4792,1.0,Ventaja,Aus,0.0,Restan,25.0,8.0,1.0,Not Selected,aus alto,4.0
Alto,Lateral,3.9111000000000002,1.36,3.663,3.5218,3.9004,1.0,Ventaja,Aus,0.0,Restan,63.0,8.0,1.0,Not Selected,aus alto,8.0
Alto,Lateral,4.8774,1.36,3.82,3.1825,3.4302,1.0,Ventaja,Aus,0.0,Restan,70.0,8.0,1.0,Not Selected,aus alto,9.0
Alto,Lateral,5.722899999999999,1.04,4.2044,3.0587,2.3333,1.0,Ventaja,Aus,0.0,Restan,1.0,9.0,1.0,Not Selected,aus alto,1.0
Alto,Lateral,4.4902999999999995,1.44,3.6833,3.2794,3.4787,1.0,Ventaja,Aus,0.0,Restan,34.0,9.0,1.0,Not Selected,aus alto,5.0
Alto,Lateral,4.789,1.48,3.8743,2.732,3.2928,1.0,Ventaja,Aus,0.0,Restan,36.0,9.0,1.0,Not Selected,aus alto,5.0
Alto,Lateral,4.404400000000001,1.44,3.8027,3.3075,3.5866,1.0,Ventaja,Aus,0.0,Restan,39.0,9.0,1.0,Not Selected,aus alto,5.0
Alto,Lateral,4.1204,1.52,3.4289,3.4463,4.0008,1.0,Ventaja,Aus,0.0,Restan,42.0,9.0,1.0,Not Selected,aus alto,6.0
Alto,Lateral,4.7194,1.48,3.4824,3.4067,3.5028,1.0,Ventaja,Aus,0.0,Restan,20.0,9.0,2.0,Not Selected,aus alto,3.0
Alto,Lateral,5.3998,0.92,3.1771,3.7533,2.29,1.0,Ventaja,Aus,0.0,Restan,3.0,2.0,3.0,Not Selected,aus alto,1.0
Alto,Lateral,5.4769,1.04,5.2351,3.4497,2.4559,1.0,Ventaja,Aus,0.0,Restan,7.0,2.0,3.0,Not Selected,aus alto,1.0
Alto,Lateral,4.3622,1.2,3.602,3.5373,3.4934,1.0,Ventaja,Aus,0.0,Restan,23.0,2.0,3.0,Not Selected,aus alto,3.0
Alto,Lateral,4.6919,1.12,4.1261,3.3009,3.1174,1.0,Ventaja,Aus,0.0,Restan,27.0,2.0,3.0,Not Selected,aus alto,4.0
Alto,Lateral,4.5581,1.32,3.4988,2.9375,3.2815,1.0,Ventaja,Aus,0.0,Restan,57.0,2.0,3.0,Not Selected,aus alto,8.0
Alto,Lateral,4.3957999999999995,1.44,4.2417,3.1028,3.6877,1.0,Ventaja,Aus,0.0,Restan,62.0,2.0,3.0,Not Selected,aus alto,8.0
Alto,Lateral,4.9479,1.24,3.5333,3.1662,3.2381,1.0,Ventaja,Aus,0.0,Restan,9.0,4.0,2.0,Not Selected,aus alto,2.0
Alto,Lateral,5.121,1.12,4.2526,2.9608,2.8357,1.0,Ventaja,Aus,0.0,Restan,12.0,4.0,2.0,Not Selected,aus alto,2.0
Alto,Lateral,5.9792000000000005,1.32,3.8148,2.5994,2.5328,1.0,Ventaja,Aus,0.0,Restan,23.0,4.0,2.0,Not Selected,aus alto,3.0
Alto,Lateral,5.0845,1.24,3.3233,3.1345,3.0114,1.0,Ventaja,Aus,0.0,Restan,49.0,4.0,2.0,Not Selected,aus alto,7.0
Alto,Lateral,5.3958,1.12,4.0539,2.9824,2.6733,1.0,Ventaja,Aus,0.0,Restan,81.0,4.0,2.0,Not Selected,aus alto,11.0
Alto,Lateral,5.7049,0.96,3.8293,2.9841,2.3208,1.0,Ventaja,Aus,0.0,Restan,85.0,4.0,2.0,Not Selected,aus alto,11.0
Alto,Lateral,4.9963,1.24,3.2297,3.4366,3.5068,1.0,Ventaja,Aus,0.0,Restan,103.0,4.0,2.0,Not Selected,aus alto,13.0
Alto,Lateral,4.8906,1.48,1.9524,3.2967,3.6738,1.0,Ventaja,Aus,0.0,Restan,106.0,4.0,2.0,Not Selected,aus alto,14.0
Alto,Lateral,6.0476,1.16,3.8569,2.6679,2.2723,1.0,Ventaja,Aus,0.0,Restan,112.0,4.0,2.0,Not Selected,aus alto,14.0
Alto,Lateral,4.3565,1.48,3.1131,2.7939,3.5646,1.0,Ventaja,Aus,0.0,Restan,35.0,5.0,2.0,Not Selected,aus alto,5.0
Alto,Lateral,4.3745,1.32,3.3492,3.258,3.6269,1.0,Ventaja,Aus,0.0,Restan,64.0,5.0,2.0,Not Selected,aus alto,8.0
Alto,Lateral,4.2545,1.28,1.6877,3.4598,3.3875,1.0,Ventaja,Aus,0.0,Restan,26.0,6.0,2.0,Not Selected,aus alto,4.0
Alto,Lateral,5.4453,0.92,4.1171,2.9753,2.2674,1.0,Ventaja,Aus,0.0,Restan,28.0,6.0,2.0,Not Selected,aus alto,4.0
Alto,Lateral,4.8087,1.2,3.2261,3.4917,3.0385,1.0,Ventaja,Aus,0.0,Restan,30.0,6.0,2.0,Not Selected,aus alto,4.0
Alto,Lateral,5.8214,0.96,3.0699,2.8199,1.931,1.0,Ventaja,Aus,0.0,Restan,56.0,6.0,2.0,Not Selected,aus alto,7.0
Alto,Lateral,5.0412,1.16,2.4393,3.5673,3.0462,1.0,Ventaja,Aus,0.0,Restan,19.0,8.0,2.0,Not Selected,aus alto,3.0
Alto,Lateral,4.5893999999999995,1.32,2.044,3.3664,3.697,1.0,Ventaja,Aus,0.0,Restan,28.0,8.0,2.0,Not Selected,aus alto,4.0
Alto,Lateral,5.2887,1.4,2.193,3.2793,3.0215,1.0,Ventaja,Aus,0.0,Restan,5.0,7.0,2.0,Not Selected,aus alto,1.0
Alto,Lateral,5.529999999999999,1.04,2.1266,3.3474,2.7097,1.0,Ventaja,Aus,0.0,Restan,7.0,7.0,2.0,Not Selected,aus alto,1.0
Alto,Lateral,4.935700000000001,1.48,2.0004,3.5213,3.2808,1.0,Ventaja,Aus,0.0,Restan,28.0,7.0,2.0,Not Selected,aus alto,4.0
Alto,"""T""",4.4465,1.48,4.3323,2.8123,3.2814,1.0,Ventaja,Aus,0.0,,57.0,3.0,2.0,Not Selected,aus alto,8.0
Alto,"""T""",4.8049,1.32,3.8856,3.3,3.2064,1.0,Ventaja,Aus,0.0,Sacan,38.0,1.0,1.0,Not Selected,aus alto,5.0
Alto,"""T""",5.4228000000000005,1.08,4.0287,3.5497,3.0015,1.0,Ventaja,Aus,0.0,Sacan,64.0,1.0,1.0,Not Selected,aus alto,8.0
Alto,"""T""",4.9048,1.36,4.083,2.9908,3.0696,1.0,Ventaja,Aus,0.0,Sacan,66.0,1.0,1.0,Not Selected,aus alto,9.0
Alto,"""T""",5.4998000000000005,1.0,3.9298,3.5722,2.8529,1.0,Ventaja,Aus,0.0,Sacan,2.0,1.0,2.0,Not Selected,aus alto,1.0
Alto,"""T""",5.7178,1.08,4.1932,3.3212,2.7558,1.0,Ventaja,Aus,0.0,Sacan,71.0,1.0,2.0,Not Selected,aus alto,9.0
Alto,"""T""",5.0617,1.16,4.1627,3.7507,2.9507,1.0,Ventaja,Aus,0.0,Sacan,14.0,2.0,1.0,Not Selected,aus alto,2.0
Alto,"""T""",5.4273,1.08,4.6073,3.1812,2.3714,1.0,Ventaja,Aus,0.0,Sacan,19.0,2.0,1.0,Not Selected,aus alto,3.0
Alto,"""T""",4.3604,1.12,4.1412,3.7948,3.2856,1.0,Ventaja,Aus,0.0,Sacan,38.0,2.0,2.0,Not Selected,aus alto,5.0
Alto,"""T""",4.1835,1.52,4.1847,2.9448,3.5349,1.0,Ventaja,Aus,0.0,Sacan,28.0,3.0,1.0,Not Selected,aus alto,4.0
Alto,"""T""",4.1692,1.4,3.9681,3.5382,3.9447,1.0,Ventaja,Aus,0.0,Sacan,11.0,3.0,2.0,Not Selected,aus alto,2.0
Alto,"""T""",5.0899,1.04,4.6327,3.1629,2.4951,1.0,Ventaja,Aus,0.0,Sacan,31.0,3.0,2.0,Not Selected,aus alto,4.0
Alto,"""T""",5.2507,1.16,4.1929,3.4156,3.0535,1.0,Ventaja,Aus,0.0,Sacan,35.0,3.0,2.0,Not Selected,aus alto,5.0
Alto,"""T""",4.1689,1.72,3.2276,2.5583,3.7489,1.0,Ventaja,Aus,0.0,Sacan,2.0,4.0,1.0,Not Selected,aus alto,1.0
Alto,"""T""",4.8881,1.48,3.5791,2.3931,2.9001,1.0,Ventaja,Aus,0.0,Sacan,29.0,4.0,1.0,Not Selected,aus alto,4.0
Alto,"""T""",4.6484,1.2,3.4598,3.0442,3.1172,1.0,Ventaja,Aus,0.0,Sacan,36.0,4.0,1.0,Not Selected,aus alto,5.0
Alto,"""T""",5.575,0.92,3.89,2.3787,1.9323,1.0,Ventaja,Aus,0.0,Sacan,38.0,4.0,1.0,Not Selected,aus alto,5.0
Alto,"""T""",6.552900000000001,1.28,4.4548,2.7693,2.3315,1.0,Ventaja,Aus,0.0,Sacan,63.0,4.0,1.0,Not Selected,aus alto,8.0
Alto,"""T""",5.6784,1.08,3.9847,2.7019,2.242,1.0,Ventaja,Aus,0.0,Sacan,67.0,4.0,1.0,Not Selected,aus alto,9.0
Alto,"""T""",4.8919,1.12,4.1501,3.4555,2.6198,1.0,Ventaja,Aus,0.0,Sacan,11.0,6.0,1.0,Not Selected,aus alto,2.0
Alto,"""T""",4.6171,1.24,4.0108,3.2,2.8726,1.0,Ventaja,Aus,0.0,Sacan,37.0,6.0,1.0,Not Selected,aus alto,5.0
Alto,"""T""",5.434799999999999,1.08,3.9029,2.9823,2.6373,1.0,Ventaja,Aus,0.0,Sacan,5.0,7.0,1.0,Not Selected,aus alto,1.0
Alto,"""T""",5.501099999999999,1.28,3.8958,2.6869,2.5977,1.0,Ventaja,Aus,0.0,Sacan,72.0,7.0,1.0,Not Selected,aus alto,9.0
Alto,"""T""",5.571300000000001,1.04,4.6334,3.3748,2.4062,1.0,Ventaja,Aus,0.0,Sacan,6.0,8.0,1.0,Not Selected,aus alto,1.0
Alto,"""T""",5.5635,1.08,4.8019,3.0307,2.0882,1.0,Ventaja,Aus,0.0,Sacan,30.0,9.0,1.0,Not Selected,aus alto,4.0
Alto,"""T""",4.536,1.36,3.9956,3.3672,3.3955,1.0,Ventaja,Aus,0.0,Sacan,27.0,9.0,2.0,Not Selected,aus alto,4.0
Alto,"""T""",5.3648,1.16,4.617,2.9101,2.249,1.0,Ventaja,Aus,0.0,Sacan,57.0,9.0,2.0,Not Selected,aus alto,8.0
Alto,"""T""",5.3774,1.16,4.5189,3.3892,2.3408,1.0,Ventaja,Aus,0.0,Sacan,63.0,9.0,2.0,Not Selected,aus alto,8.0
Alto,"""T""",4.4679,1.44,3.9221,3.2877,3.5281,1.0,Ventaja,Aus,0.0,Sacan,69.0,9.0,2.0,Not Selected,aus alto,9.0
Alto,"""T""",5.1554,1.2,4.7587,2.7723,2.3899,1.0,Ventaja,Aus,0.0,Sacan,90.0,9.0,2.0,Not Selected,aus alto,12.0
Alto,"""T""",4.721,1.08,3.8178,3.6511,3.0629,1.0,Ventaja,Aus,0.0,Sacan,64.0,2.0,3.0,Not Selected,aus alto,8.0
Alto,"""T""",5.422,1.0,4.3565,2.627,2.1685,1.0,Ventaja,Aus,0.0,Sacan,39.0,4.0,2.0,Not Selected,aus alto,5.0
Alto,"""T""",5.7656,1.04,4.2049,2.484,2.1558,1.0,Ventaja,Aus,0.0,Sacan,83.0,4.0,2.0,Not Selected,aus alto,11.0
Alto,"""T""",6.4068000000000005,1.2,3.6338,2.9284,2.0259,1.0,Ventaja,Aus,0.0,Sacan,91.0,4.0,2.0,Not Selected,aus alto,12.0
Alto,"""T""",5.4839,1.16,3.1633,2.8696,2.1266,1.0,Ventaja,Aus,0.0,Sacan,54.0,6.0,2.0,Not Selected,aus alto,7.0
Alto,"""T""",4.6047,1.64,4.1288,2.5618,3.3151,1.0,Ventaja,Aus,0.0,Restan,21.0,2.0,1.0,Not Selected,aus alto,3.0
Alto,"""T""",4.760199999999999,1.16,4.1127,3.5657,3.1298,1.0,Ventaja,Aus,0.0,Restan,29.0,2.0,1.0,Not Selected,aus alto,4.0
Alto,"""T""",4.873799999999999,1.16,4.0501,3.4693,3.1005,1.0,Ventaja,Aus,0.0,Restan,59.0,2.0,1.0,Not Selected,aus alto,8.0
Alto,"""T""",4.9229,1.32,4.2313,3.5612,3.4235,1.0,Ventaja,Aus,0.0,Restan,13.0,3.0,1.0,Not Selected,aus alto,2.0
Alto,"""T""",4.8819,1.16,4.5765,3.246,2.8902,1.0,Ventaja,Aus,0.0,Restan,3.0,3.0,2.0,Not Selected,aus alto,1.0
Alto,"""T""",4.378500000000001,1.56,4.0968,3.06,3.526,1.0,Ventaja,Aus,0.0,Restan,27.0,3.0,2.0,Not Selected,aus alto,4.0
Alto,"""T""",5.091799999999999,1.0,4.8198,3.1194,2.3885,1.0,Ventaja,Aus,0.0,Restan,52.0,3.0,2.0,Not Selected,aus alto,7.0
Alto,"""T""",5.5519,1.44,4.2371,3.018,3.2237,1.0,Ventaja,Aus,0.0,Restan,25.0,4.0,1.0,Not Selected,aus alto,4.0
Alto,"""T""",5.3731,1.16,4.134,2.8314,2.2483,1.0,Ventaja,Aus,0.0,Restan,9.0,6.0,1.0,Not Selected,aus alto,2.0
Alto,"""T""",4.8751,1.2,3.9585,3.2919,2.6563,1.0,Ventaja,Aus,0.0,Restan,39.0,6.0,1.0,Not Selected,aus alto,5.0
Alto,"""T""",5.4780999999999995,1.2,4.1274,3.1148,2.3899,1.0,Ventaja,Aus,0.0,Restan,12.0,7.0,1.0,Not Selected,aus alto,2.0
Alto,"""T""",5.299300000000001,1.24,4.2875,3.0139,2.9109,1.0,Ventaja,Aus,0.0,Restan,3.0,8.0,1.0,Not Selected,aus alto,1.0
Alto,"""T""",5.059799999999999,1.16,4.2736,3.4207,2.8938,1.0,Ventaja,Aus,0.0,Restan,30.0,8.0,1.0,Not Selected,aus alto,4.0
Alto,"""T""",4.7157,1.32,4.2262,3.5067,3.399,1.0,Ventaja,Aus,0.0,Restan,32.0,8.0,1.0,Not Selected,aus alto,4.0
Alto,"""T""",4.9976,1.2,4.4113,2.981,2.6066,1.0,Ventaja,Aus,0.0,Restan,59.0,8.0,1.0,Not Selected,aus alto,8.0
Alto,"""T""",5.5173000000000005,1.08,4.6977,3.392,2.48,1.0,Ventaja,Aus,0.0,Restan,65.0,8.0,1.0,Not Selected,aus alto,9.0
Alto,"""T""",5.2096,1.16,4.4677,3.4244,2.5127,1.0,Ventaja,Aus,0.0,Restan,23.0,9.0,1.0,Not Selected,aus alto,3.0
Alto,"""T""",4.5382,1.08,4.0173,3.6773,3.0149,1.0,Ventaja,Aus,0.0,Restan,44.0,9.0,1.0,Not Selected,aus alto,6.0
Alto,"""T""",4.9893,1.24,4.1294,3.5375,2.8705,1.0,Ventaja,Aus,0.0,Restan,55.0,9.0,2.0,Not Selected,aus alto,7.0
Alto,"""T""",5.4241,1.04,2.9056,3.4948,2.3068,1.0,Ventaja,Aus,0.0,Restan,5.0,2.0,3.0,Not Selected,aus alto,1.0
Alto,"""T""",5.4175,1.08,1.2915,3.044,2.1506,1.0,Ventaja,Aus,0.0,Restan,23.0,6.0,2.0,Not Selected,aus alto,3.0
Alto,"""T""",3.8928000000000003,1.4,3.5401,3.4889,3.961,1.0,Ventaja,Aus,0.0,Restan,32.0,6.0,2.0,Not Selected,aus alto,4.0
Alto,"""T""",4.5611999999999995,1.24,3.3686,3.5733,3.3759,1.0,Ventaja,Aus,0.0,Restan,13.0,8.0,2.0,Not Selected,aus alto,2.0
Alto,"""T""",5.1103000000000005,1.2,3.0982,3.1978,2.8684,1.0,Ventaja,Aus,0.0,Restan,16.0,8.0,2.0,Not Selected,aus alto,2.0
Alto,"""T""",4.8026,1.2,2.608,3.5464,3.174,1.0,Ventaja,Aus,0.0,Restan,22.0,8.0,2.0,Not Selected,aus alto,3.0
Alto,"""T""",5.104900000000001,1.16,3.2181,3.1444,2.764,1.0,Ventaja,Aus,0.0,Restan,25.0,8.0,2.0,Not Selected,aus alto,4.0
Alto,"""T""",5.6173,1.04,2.0944,3.3089,2.42,1.0,Ventaja,Aus,0.0,Restan,50.0,8.0,2.0,Not Selected,aus alto,7.0
Alto,"""T""",4.9496,1.24,3.1284,3.1538,3.1782,1.0,Ventaja,Aus,0.0,Restan,52.0,8.0,2.0,Not Selected,aus alto,7.0
Alto,"""T""",5.5755,1.24,2.4783,3.6206,2.4993,1.0,Ventaja,Aus,0.0,Restan,3.0,7.0,2.0,Not Selected,aus alto,1.0
Alto,"""T""",5.054,1.32,1.8509,3.8053,3.0622,1.0,Ventaja,Aus,0.0,Restan,26.0,7.0,2.0,Not Selected,aus alto,4.0
Alto,"""T""",4.9192,1.16,2.7855,3.3229,3.203,1.0,Ventaja,Aus,0.0,Restan,36.0,7.0,2.0,Not Selected,aus alto,5.0
Bajo,Lateral,7.243,1.56,3.6874,1.1237,1.1286,1.0,Ventaja,Aus,0.0,,80.0,14.0,2.0,Not Selected,aust bajo,10.0
Bajo,Lateral,5.3537,1.4,4.0325,3.0599,3.2199,1.0,Ventaja,Aus,0.0,Sacan,22.0,10.0,1.0,Not Selected,aust bajo,3.0
Bajo,Lateral,5.2951,1.52,4.1487,2.8815,3.0888,1.0,Ventaja,Aus,0.0,Sacan,25.0,10.0,1.0,Not Selected,aust bajo,4.0
Bajo,Lateral,5.3783,1.36,4.8138,2.6622,2.7147,1.0,Ventaja,Aus,0.0,Sacan,51.0,10.0,1.0,Not Selected,aust bajo,7.0
Bajo,Lateral,5.0767,1.4,3.8008,2.7842,2.9029,1.0,Ventaja,Aus,0.0,Sacan,59.0,10.0,1.0,Not Selected,aust bajo,8.0
Bajo,Lateral,5.726800000000001,1.48,4.0643,2.0285,2.5269,1.0,Ventaja,Aus,0.0,Sacan,3.0,10.0,2.0,Not Selected,aust bajo,1.0
Bajo,Lateral,5.9293,1.24,3.4808,2.8555,2.4679,1.0,Ventaja,Aus,0.0,Sacan,10.0,10.0,2.0,Not Selected,aust bajo,2.0
Bajo,Lateral,5.5967,1.28,3.9232,2.4802,2.3625,1.0,Ventaja,Aus,0.0,Sacan,28.0,10.0,2.0,Not Selected,aust bajo,4.0
Bajo,Lateral,5.1352,1.6,3.4846,2.5169,3.1038,1.0,Ventaja,Aus,0.0,Sacan,31.0,10.0,2.0,Not Selected,aust bajo,4.0
Bajo,Lateral,4.9691,1.44,2.9471,2.5046,2.8701,1.0,Ventaja,Aus,0.0,Sacan,62.0,10.0,2.0,Not Selected,aust bajo,8.0
Bajo,Lateral,4.3298,1.6,3.5606,3.4235,4.1716,1.0,Ventaja,Aus,0.0,Sacan,65.0,10.0,2.0,Not Selected,aust bajo,9.0
