Level,servedirection1wide.2t,serverdisttonetxatROS,shottoshottimeservetoROS,servefromlatROS,servermaxvelfromservetoROS,serverdistancefromservetoROS,SHOT_OUTCOME,@1deuce2adv,AUSTRALIANAJESUS,SAQUESERROROLET,GANAELPUNTO,RALLY,MATCH,SET,filter_$,tacticanivel,Juegos
Bajo,Lateral,6.3282,1.24,3.3888,1.5473,1.3512,1.0,Deuce,Estandar,0.0,Sacan,16.0,13.0,1.0,Selected,normal bajo,2.0
Bajo,Lateral,8.5369,1.4,3.4573,0.8476,0.5871,1.0,Deuce,Estandar,0.0,Sacan,20.0,13.0,1.0,Selected,normal bajo,3.0
Bajo,Lateral,6.7577,1.52,3.9331,2.0858,1.9375,1.0,Deuce,Estandar,0.0,Sacan,25.0,13.0,1.0,Selected,normal bajo,4.0
Bajo,Lateral,6.7966,1.4,3.2464,1.4981,1.5435,1.0,Deuce,Estandar,0.0,Sacan,29.0,13.0,1.0,Selected,normal bajo,4.0
Bajo,Lateral,6.5257000000000005,1.28,3.1606,1.2633,1.2405,1.0,Deuce,Estandar,0.0,Sacan,34.0,13.0,1.0,Selected,normal bajo,5.0
Bajo,Lateral,7.6301999999999985,1.44,4.135,1.4128,1.4104,1.0,Deuce,Estandar,0.0,Sacan,39.0,13.0,1.0,Selected,normal bajo,5.0
Bajo,Lateral,7.447700000000001,1.48,4.0138,1.5362,1.516,1.0,Deuce,Estandar,0.0,Sacan,41.0,13.0,1.0,Selected,normal bajo,6.0
Bajo,Lateral,6.5625,1.4,4.0737,1.2942,1.4948,1.0,Deuce,Estandar,0.0,Sacan,62.0,13.0,1.0,Selected,normal bajo,8.0
Bajo,Lateral,6.6029,1.44,2.7327,1.5007,1.5085,1.0,Deuce,Estandar,0.0,Sacan,64.0,13.0,1.0,Selected,normal bajo,8.0
Bajo,Lateral,6.8134999999999994,1.48,3.1574,1.4339,1.4517,1.0,Deuce,Estandar,0.0,Sacan,67.0,13.0,1.0,Selected,normal bajo,9.0
Bajo,Lateral,6.7994,1.28,4.0931,1.4284,1.2576,1.0,Deuce,Estandar,0.0,Sacan,78.0,13.0,1.0,Selected,normal bajo,10.0
Bajo,Lateral,7.912299999999998,1.36,3.9281,1.5758,1.4911,1.0,Deuce,Estandar,0.0,Sacan,4.0,13.0,2.0,Selected,normal bajo,1.0
Bajo,Lateral,7.708100000000002,1.36,3.4858,1.6365,1.592,1.0,Deuce,Estandar,0.0,Sacan,6.0,13.0,2.0,Selected,normal bajo,1.0
Bajo,Lateral,7.3332999999999995,1.6,3.9904,0.9196,0.8605,1.0,Deuce,Estandar,0.0,Sacan,13.0,13.0,2.0,Selected,normal bajo,2.0
Bajo,Lateral,7.305899999999999,1.2,3.7823,0.8072,0.7545,1.0,Deuce,Estandar,0.0,Sacan,19.0,13.0,2.0,Selected,normal bajo,3.0
Bajo,Lateral,6.9937000000000005,1.68,3.2517,0.8111,0.9555,1.0,Deuce,Estandar,0.0,Sacan,27.0,13.0,2.0,Selected,normal bajo,4.0
Bajo,Lateral,7.2092,1.64,3.1834,1.3193,1.6274,1.0,Deuce,Estandar,0.0,Sacan,32.0,13.0,2.0,Selected,normal bajo,4.0
Bajo,Lateral,6.9354,1.36,3.0989,1.257,1.3334,1.0,Deuce,Estandar,0.0,Sacan,34.0,13.0,2.0,Selected,normal bajo,5.0
Bajo,Lateral,6.5417000000000005,1.52,3.0198,1.4873,1.6718,1.0,Deuce,Estandar,0.0,Sacan,36.0,13.0,2.0,Selected,normal bajo,5.0
Bajo,Lateral,7.474900000000002,1.68,4.1536,1.7555,2.0058,1.0,Deuce,Estandar,0.0,Sacan,39.0,13.0,2.0,Selected,normal bajo,5.0
Bajo,Lateral,6.9133,1.6,3.6781,2.0273,2.2376,1.0,Deuce,Estandar,0.0,Sacan,41.0,13.0,2.0,Selected,normal bajo,6.0
Bajo,Lateral,7.2976,1.44,3.4744,1.1792,0.7648,1.0,Deuce,Estandar,0.0,Sacan,58.0,13.0,2.0,Selected,normal bajo,8.0
Bajo,Lateral,6.7501,1.44,3.5808,1.5734,1.522,1.0,Deuce,Estandar,0.0,Sacan,61.0,13.0,2.0,Selected,normal bajo,8.0
Bajo,Lateral,7.859300000000001,1.52,4.036,1.0696,0.892,1.0,Deuce,Estandar,0.0,Sacan,1.0,14.0,1.0,Selected,normal bajo,1.0
Bajo,Lateral,7.8489,1.68,4.1121,0.7564,0.5316,1.0,Deuce,Estandar,0.0,Sacan,3.0,14.0,1.0,Selected,normal bajo,1.0
Bajo,Lateral,4.6352,1.56,3.9055,3.1554,4.1746,1.0,Deuce,Estandar,0.0,Sacan,14.0,14.0,1.0,Selected,normal bajo,2.0
Bajo,Lateral,4.8485,1.56,3.9849,2.8614,3.6846,1.0,Deuce,Estandar,0.0,Sacan,16.0,14.0,1.0,Selected,normal bajo,2.0
Bajo,Lateral,4.3372,1.52,4.2505,3.0245,3.379,1.0,Deuce,Estandar,0.0,Sacan,24.0,14.0,1.0,Selected,normal bajo,3.0
Bajo,Lateral,5.3874,1.28,3.2899,2.5548,2.2973,1.0,Deuce,Estandar,0.0,Sacan,26.0,14.0,1.0,Selected,normal bajo,4.0
Bajo,Lateral,5.1115,1.4,3.8319,2.4976,2.4916,1.0,Deuce,Estandar,0.0,Sacan,28.0,14.0,1.0,Selected,normal bajo,4.0
Bajo,Lateral,7.906099999999999,1.16,3.7615,0.7311,0.366,1.0,Deuce,Estandar,0.0,Sacan,38.0,14.0,1.0,Selected,normal bajo,5.0
Bajo,Lateral,5.6005,1.2,4.6086,3.017,3.0242,1.0,Deuce,Estandar,0.0,Sacan,45.0,14.0,1.0,Selected,normal bajo,6.0
Bajo,Lateral,5.8272,1.48,4.4935,1.8676,2.317,1.0,Deuce,Estandar,0.0,Sacan,48.0,14.0,1.0,Selected,normal bajo,6.0
Bajo,Lateral,6.2459,1.32,4.4112,2.4139,2.8123,1.0,Deuce,Estandar,0.0,Sacan,50.0,14.0,1.0,Selected,normal bajo,7.0
Bajo,Lateral,5.334300000000001,1.4,3.9028,2.5416,2.4456,1.0,Deuce,Estandar,0.0,Sacan,6.0,14.0,2.0,Selected,normal bajo,1.0
Bajo,Lateral,7.764200000000001,1.2,4.0728,0.8919,0.5357,1.0,Deuce,Estandar,0.0,Sacan,12.0,14.0,2.0,Selected,normal bajo,2.0
Bajo,Lateral,5.862299999999999,1.48,3.1665,2.6799,3.2528,1.0,Deuce,Estandar,0.0,Sacan,15.0,14.0,2.0,Selected,normal bajo,2.0
Bajo,Lateral,5.8765,1.32,3.3519,2.7344,3.1548,1.0,Deuce,Estandar,0.0,Sacan,20.0,14.0,2.0,Selected,normal bajo,3.0
Bajo,Lateral,4.606199999999999,1.56,4.2417,2.8694,3.34,1.0,Deuce,Estandar,0.0,Sacan,29.0,14.0,2.0,Selected,normal bajo,4.0
Bajo,Lateral,7.76,1.2,4.416,0.9335,0.6386,1.0,Deuce,Estandar,0.0,Sacan,36.0,14.0,2.0,Selected,normal bajo,5.0
Bajo,Lateral,5.7637,1.28,3.6784,2.6092,2.974,1.0,Deuce,Estandar,0.0,Sacan,46.0,14.0,2.0,Selected,normal bajo,6.0
Bajo,Lateral,6.014900000000001,1.28,3.5804,2.4444,2.7887,1.0,Deuce,Estandar,0.0,Sacan,48.0,14.0,2.0,Selected,normal bajo,6.0
Bajo,Lateral,6.2881,1.28,4.0543,2.5692,2.8458,1.0,Deuce,Estandar,0.0,Sacan,50.0,14.0,2.0,Selected,normal bajo,7.0
Bajo,Lateral,5.4297,1.36,3.9273,2.5886,2.5017,1.0,Deuce,Estandar,0.0,Sacan,61.0,14.0,2.0,Selected,normal bajo,8.0
Bajo,Lateral,6.1479,1.32,3.8368,2.1743,1.7852,1.0,Deuce,Estandar,0.0,Sacan,67.0,14.0,2.0,Selected,normal bajo,9.0
Bajo,Lateral,5.6927,1.2,3.6804,2.4082,2.1042,1.0,Deuce,Estandar,0.0,Sacan,68.0,14.0,2.0,Selected,normal bajo,9.0
Bajo,Lateral,7.9308,1.28,3.4858,0.8689,0.6316,1.0,Deuce,Estandar,0.0,Sacan,72.0,14.0,2.0,Selected,normal bajo,9.0
Bajo,Lateral,7.3407,1.16,3.3068,1.2806,1.1208,1.0,Deuce,Estandar,0.0,Sacan,7.0,15.0,1.0,Selected,normal bajo,1.0
Bajo,Lateral,8.1811,1.36,3.1502,1.5257,1.2188,1.0,Deuce,Estandar,0.0,Sacan,10.0,15.0,1.0,Selected,normal bajo,2.0
Bajo,Lateral,8.9898,1.16,3.6801,0.7356,0.5967,1.0,Deuce,Estandar,0.0,Sacan,12.0,15.0,1.0,Selected,normal bajo,2.0
Bajo,Lateral,7.132,1.36,4.2729,1.2957,1.1581,1.0,Deuce,Estandar,0.0,Sacan,15.0,15.0,1.0,Selected,normal bajo,2.0
Bajo,Lateral,8.2136,1.96,3.23,1.3253,1.3265,1.0,Deuce,Estandar,0.0,Sacan,24.0,15.0,1.0,Selected,normal bajo,3.0
Bajo,Lateral,8.0834,1.28,3.5308,1.945,1.1176,1.0,Deuce,Estandar,0.0,Sacan,28.0,15.0,1.0,Selected,normal bajo,4.0
Bajo,Lateral,6.672499999999999,1.16,3.7468,1.6034,1.328,1.0,Deuce,Estandar,0.0,Sacan,31.0,15.0,1.0,Selected,normal bajo,4.0
Bajo,Lateral,4.3535,1.52,3.5108,3.0274,3.4795,1.0,Deuce,Estandar,0.0,Sacan,34.0,15.0,1.0,Selected,normal bajo,5.0
Bajo,Lateral,7.8696,1.2,3.4676,1.7585,1.4098,1.0,Deuce,Estandar,0.0,Sacan,42.0,15.0,1.0,Selected,normal bajo,6.0
Bajo,Lateral,7.6175999999999995,1.88,3.7607,1.101,1.5336,1.0,Deuce,Estandar,0.0,Sacan,48.0,15.0,1.0,Selected,normal bajo,6.0
Bajo,Lateral,6.6113,1.08,3.7767,1.7656,1.1993,1.0,Deuce,Estandar,0.0,Sacan,57.0,15.0,1.0,Selected,normal bajo,8.0
Bajo,Lateral,7.4552,1.92,3.94,1.4164,1.7594,1.0,Deuce,Estandar,0.0,Sacan,70.0,15.0,1.0,Selected,normal bajo,9.0
Bajo,Lateral,8.019400000000001,1.72,4.0197,1.6966,1.3019,1.0,Deuce,Estandar,0.0,Sacan,75.0,15.0,1.0,Selected,normal bajo,10.0
Bajo,Lateral,6.9032,1.12,3.994,1.2541,0.8136,1.0,Deuce,Estandar,0.0,Sacan,1.0,15.0,2.0,Selected,normal bajo,1.0
Bajo,Lateral,6.7537,1.24,3.24,0.9582,0.7591,1.0,Deuce,Estandar,0.0,Sacan,19.0,15.0,2.0,Selected,normal bajo,3.0
Bajo,Lateral,8.2195,1.16,3.9603,1.73,0.8667,1.0,Deuce,Estandar,0.0,Sacan,27.0,15.0,2.0,Selected,normal bajo,4.0
Bajo,Lateral,8.3113,1.6,1.8057,0.8862,0.8777,1.0,Deuce,Estandar,0.0,Sacan,38.0,15.0,2.0,Selected,normal bajo,5.0
Bajo,Lateral,8.5433,1.64,3.1351,0.8612,0.9194,1.0,Deuce,Estandar,0.0,Sacan,40.0,15.0,2.0,Selected,normal bajo,5.0
Bajo,Lateral,7.388400000000001,1.6,3.1257,1.149,1.4154,1.0,Deuce,Estandar,0.0,Sacan,43.0,15.0,2.0,Selected,normal bajo,6.0
Bajo,Lateral,8.0181,1.52,2.6382,1.2551,1.201,1.0,Deuce,Estandar,0.0,Sacan,48.0,15.0,2.0,Selected,normal bajo,6.0
Bajo,Lateral,7.0794,1.32,2.9634,1.0956,0.57,1.0,Deuce,Estandar,0.0,Sacan,51.0,15.0,2.0,Selected,normal bajo,7.0
Bajo,Lateral,8.271899999999999,1.2,3.0971,1.3778,0.8641,1.0,Deuce,Estandar,0.0,Sacan,66.0,15.0,2.0,Selected,normal bajo,9.0
Bajo,Lateral,8.3762,1.6,2.7028,1.0283,0.8197,1.0,Deuce,Estandar,0.0,Sacan,78.0,15.0,2.0,Selected,normal bajo,10.0
Bajo,Lateral,7.2163,1.88,3.4042,1.6401,2.1119,1.0,Deuce,Estandar,0.0,Sacan,84.0,15.0,2.0,Selected,normal bajo,11.0
Bajo,Lateral,7.291,1.72,4.3307,1.278,1.3483,1.0,Deuce,Estandar,0.0,Sacan,9.0,16.0,2.0,Selected,normal bajo,2.0
Bajo,Lateral,7.1442,1.4,3.9993,1.3255,1.1645,1.0,Deuce,Estandar,0.0,Sacan,12.0,16.0,2.0,Selected,normal bajo,2.0
Bajo,Lateral,7.2585999999999995,1.36,2.3275,1.3544,1.2148,1.0,Deuce,Estandar,0.0,Sacan,16.0,16.0,2.0,Selected,normal bajo,2.0
Bajo,Lateral,6.16,1.08,2.2868,2.0981,1.7881,1.0,Deuce,Estandar,0.0,Sacan,25.0,16.0,2.0,Selected,normal bajo,4.0
Bajo,Lateral,5.460000000000001,1.52,3.9667,2.5775,2.5943,1.0,Deuce,Estandar,0.0,Sacan,33.0,16.0,2.0,Selected,normal bajo,5.0
Bajo,Lateral,6.334900000000001,1.4,4.5329,2.1219,1.7156,1.0,Deuce,Estandar,0.0,Sacan,38.0,16.0,2.0,Selected,normal bajo,5.0
Bajo,Lateral,8.066,1.04,3.8045,0.2121,0.1353,1.0,Deuce,Estandar,0.0,Sacan,46.0,16.0,2.0,Selected,normal bajo,6.0
Bajo,Lateral,7.7806,1.24,1.9263,0.7117,0.4085,1.0,Deuce,Estandar,0.0,Sacan,49.0,16.0,2.0,Selected,normal bajo,7.0
Bajo,Lateral,5.782299999999999,1.2,1.9717,2.4175,2.143,1.0,Deuce,Estandar,0.0,Sacan,50.0,16.0,2.0,Selected,normal bajo,7.0
Bajo,Lateral,7.0766,1.28,2.1751,1.5227,1.1438,1.0,Deuce,Estandar,0.0,Sacan,58.0,16.0,2.0,Selected,normal bajo,8.0
Bajo,Lateral,7.3193,1.4,4.3386,1.5098,0.8647,1.0,Deuce,Estandar,0.0,Sacan,60.0,16.0,2.0,Selected,normal bajo,8.0
Bajo,Lateral,5.8171,1.32,2.9694,2.5779,2.147,1.0,Deuce,Estandar,0.0,Sacan,65.0,16.0,2.0,Selected,normal bajo,9.0
Bajo,Lateral,7.3584,1.48,2.4287,0.804,0.9064,1.0,Deuce,Estandar,0.0,Sacan,68.0,16.0,2.0,Selected,normal bajo,9.0
Bajo,Lateral,7.2111,1.28,3.6881,1.1386,0.7616,1.0,Deuce,Estandar,0.0,Sacan,72.0,16.0,2.0,Selected,normal bajo,9.0
Bajo,Lateral,7.2293,1.72,2.2633,1.2959,1.6346,1.0,Deuce,Estandar,0.0,Sacan,5.0,17.0,1.0,Selected,normal bajo,1.0
Bajo,Lateral,8.5837,1.4,4.0891,0.6342,0.5735,1.0,Deuce,Estandar,0.0,Sacan,10.0,17.0,1.0,Selected,normal bajo,2.0
Bajo,Lateral,7.6530999999999985,1.24,4.108,1.216,0.7647,1.0,Deuce,Estandar,0.0,Sacan,16.0,17.0,1.0,Selected,normal bajo,2.0
Bajo,Lateral,7.812000000000001,1.52,3.6029,1.0214,0.9038,1.0,Deuce,Estandar,0.0,Sacan,24.0,17.0,1.0,Selected,normal bajo,3.0
Bajo,Lateral,6.0861,1.6,4.1627,1.5864,1.5173,1.0,Deuce,Estandar,0.0,Sacan,36.0,17.0,1.0,Selected,normal bajo,5.0
Bajo,Lateral,5.8192,1.48,4.262,2.5982,1.8532,1.0,Deuce,Estandar,0.0,Sacan,38.0,17.0,1.0,Selected,normal bajo,5.0
Bajo,Lateral,8.0704,1.6,3.2438,1.0904,1.0623,1.0,Deuce,Estandar,0.0,Sacan,42.0,17.0,1.0,Selected,normal bajo,6.0
Bajo,Lateral,8.9365,1.48,3.8504,1.0298,0.9609,1.0,Deuce,Estandar,0.0,Sacan,48.0,17.0,1.0,Selected,normal bajo,6.0
Bajo,Lateral,8.7325,1.32,3.7804,1.0958,0.7732,1.0,Deuce,Estandar,0.0,Sacan,50.0,17.0,1.0,Selected,normal bajo,7.0
Bajo,Lateral,7.584299999999999,1.68,4.3313,0.7595,0.6859,1.0,Deuce,Estandar,0.0,Sacan,52.0,17.0,1.0,Selected,normal bajo,7.0
Bajo,Lateral,7.404,1.36,4.1734,1.3991,1.0119,1.0,Deuce,Estandar,0.0,Sacan,56.0,17.0,1.0,Selected,normal bajo,7.0
Bajo,Lateral,5.9388,1.4,3.7526,2.4957,1.4486,1.0,Deuce,Estandar,0.0,Sacan,65.0,17.0,1.0,Selected,normal bajo,9.0
Bajo,Lateral,7.808900000000001,1.68,3.8012,1.2721,1.1769,1.0,Deuce,Estandar,0.0,Sacan,72.0,17.0,1.0,Selected,normal bajo,9.0
Bajo,Lateral,7.5642,1.56,4.0811,1.1848,1.2235,1.0,Deuce,Estandar,0.0,Sacan,77.0,17.0,1.0,Selected,normal bajo,10.0
Bajo,Lateral,7.555800000000001,1.68,3.8102,1.3499,1.4609,1.0,Deuce,Estandar,0.0,Sacan,81.0,17.0,1.0,Selected,normal bajo,11.0
Bajo,Lateral,8.3472,1.4,3.8841,1.4108,0.7747,1.0,Deuce,Estandar,0.0,Sacan,83.0,17.0,1.0,Selected,normal bajo,11.0
Bajo,Lateral,7.809699999999999,1.68,4.1127,1.1409,1.0877,1.0,Deuce,Estandar,0.0,Sacan,86.0,17.0,1.0,Selected,normal bajo,11.0
Bajo,Lateral,6.9343,1.32,3.7169,1.4094,0.7134,1.0,Deuce,Estandar,0.0,Sacan,13.0,17.0,2.0,Selected,normal bajo,2.0
Bajo,Lateral,5.7184,1.44,3.5363,1.8754,1.9105,1.0,Deuce,Estandar,0.0,Sacan,16.0,17.0,2.0,Selected,normal bajo,2.0
Bajo,Lateral,5.4537,1.36,4.2871,2.3878,2.1095,1.0,Deuce,Estandar,0.0,Sacan,18.0,17.0,2.0,Selected,normal bajo,3.0
Bajo,Lateral,8.3257,1.6,4.1806,1.5537,1.3436,1.0,Deuce,Estandar,0.0,Sacan,26.0,17.0,2.0,Selected,normal bajo,4.0
Bajo,Lateral,6.2035,1.44,3.9592,2.3129,1.6532,1.0,Deuce,Estandar,0.0,Sacan,40.0,17.0,2.0,Selected,normal bajo,5.0
Bajo,Lateral,4.7202,1.36,4.0223,3.5118,2.9962,1.0,Deuce,Estandar,0.0,Sacan,43.0,17.0,2.0,Selected,normal bajo,6.0
Bajo,Lateral,7.470500000000001,1.48,3.9331,1.4259,1.0536,1.0,Deuce,Estandar,0.0,Sacan,3.0,18.0,1.0,Selected,normal bajo,1.0
Bajo,Lateral,7.7602,1.44,4.0595,1.4904,1.0547,1.0,Deuce,Estandar,0.0,Sacan,5.0,18.0,1.0,Selected,normal bajo,1.0
Bajo,Lateral,5.6897,1.64,3.6016,1.5258,1.9916,1.0,Deuce,Estandar,0.0,Sacan,8.0,18.0,1.0,Selected,normal bajo,1.0
Bajo,Lateral,7.496099999999998,1.4,4.167,1.1163,1.0179,1.0,Deuce,Estandar,0.0,Sacan,29.0,18.0,1.0,Selected,normal bajo,4.0
Bajo,Lateral,7.428000000000001,1.4,3.9763,0.7815,0.6885,1.0,Deuce,Estandar,0.0,Sacan,32.0,18.0,1.0,Selected,normal bajo,4.0
Bajo,Lateral,5.7937,1.64,4.4981,1.4969,2.007,1.0,Deuce,Estandar,0.0,Sacan,43.0,18.0,1.0,Selected,normal bajo,6.0
Bajo,Lateral,7.0920999999999985,1.28,3.6981,0.8984,0.707,1.0,Deuce,Estandar,0.0,Sacan,67.0,18.0,1.0,Selected,normal bajo,9.0
Bajo,Lateral,7.605699999999999,1.48,4.404,0.7848,0.6764,1.0,Deuce,Estandar,0.0,Sacan,69.0,18.0,1.0,Selected,normal bajo,9.0
Bajo,Lateral,7.5921,1.68,3.4599,1.1472,1.0382,1.0,Deuce,Estandar,0.0,Sacan,73.0,18.0,1.0,Selected,normal bajo,10.0
Bajo,Lateral,7.1978,2.0,3.2157,0.9141,1.1656,1.0,Deuce,Estandar,0.0,Sacan,77.0,18.0,1.0,Selected,normal bajo,10.0
Bajo,Lateral,7.1356,1.64,4.3093,0.9515,0.7012,1.0,Deuce,Estandar,0.0,Sacan,51.0,18.0,2.0,Selected,normal bajo,7.0
Bajo,Lateral,6.9213000000000005,1.52,4.0156,1.0243,0.8,1.0,Deuce,Estandar,0.0,Sacan,53.0,18.0,2.0,Selected,normal bajo,7.0
Bajo,Lateral,7.479399999999998,1.6,3.5846,1.0782,0.9836,1.0,Deuce,Estandar,0.0,Sacan,60.0,18.0,2.0,Selected,normal bajo,8.0
Bajo,Lateral,4.4207,1.44,4.6221,3.1522,3.3506,1.0,Deuce,Estandar,0.0,Sacan,3.0,11.0,1.0,Selected,normal bajo,1.0
Bajo,Lateral,5.5483,1.04,3.6291,2.8702,2.2616,1.0,Deuce,Estandar,0.0,Sacan,27.0,11.0,1.0,Selected,normal bajo,4.0
Bajo,Lateral,4.4123,1.4,3.2635,3.2265,3.3264,1.0,Deuce,Estandar,0.0,Sacan,33.0,11.0,1.0,Selected,normal bajo,5.0
Bajo,Lateral,5.0591,1.2,3.0111,2.6816,2.6005,1.0,Deuce,Estandar,0.0,Sacan,88.0,11.0,1.0,Selected,normal bajo,11.0
Bajo,Lateral,4.6509,1.48,3.406,2.6061,2.9117,1.0,Deuce,Estandar,0.0,Sacan,90.0,11.0,1.0,Selected,normal bajo,12.0
Bajo,Lateral,5.565,1.44,3.6908,2.2698,2.2241,1.0,Deuce,Estandar,0.0,Sacan,4.0,16.0,1.0,Selected,normal bajo,1.0
Bajo,Lateral,6.3519000000000005,1.16,3.0935,1.7831,1.6453,1.0,Deuce,Estandar,0.0,Sacan,14.0,16.0,1.0,Selected,normal bajo,2.0
Bajo,Lateral,7.780100000000001,1.08,3.6005,1.0751,0.5368,1.0,Deuce,Estandar,0.0,Sacan,26.0,16.0,1.0,Selected,normal bajo,4.0
Bajo,Lateral,5.7933,1.36,3.4961,2.256,2.0576,1.0,Deuce,Estandar,0.0,Sacan,31.0,16.0,1.0,Selected,normal bajo,4.0
Bajo,Lateral,5.0947,1.52,4.7831,2.859,2.9499,1.0,Deuce,Estandar,0.0,Sacan,44.0,16.0,1.0,Selected,normal bajo,6.0
Bajo,Lateral,5.4214,1.2,3.0075,2.8274,2.4252,1.0,Deuce,Estandar,0.0,Sacan,49.0,16.0,1.0,Selected,normal bajo,7.0
Bajo,Lateral,7.036899999999999,1.56,3.0884,1.03,1.042,1.0,Deuce,Estandar,0.0,Sacan,55.0,16.0,1.0,Selected,normal bajo,7.0
Bajo,Lateral,7.0654,1.24,3.4226,1.1127,1.0042,1.0,Deuce,Estandar,0.0,Sacan,59.0,16.0,1.0,Selected,normal bajo,8.0
Bajo,Lateral,7.2612999999999985,1.2,4.3337,1.2641,0.9595,1.0,Deuce,Estandar,0.0,Sacan,65.0,16.0,1.0,Selected,normal bajo,9.0
Bajo,Lateral,6.999700000000001,1.0,3.3132,1.2382,0.7675,1.0,Deuce,Estandar,0.0,Sacan,67.0,16.0,1.0,Selected,normal bajo,9.0
Bajo,Lateral,7.757100000000001,1.28,3.7842,0.8573,0.4665,1.0,Deuce,Estandar,0.0,Sacan,92.0,16.0,1.0,Selected,normal bajo,12.0
Bajo,Lateral,6.1206,1.24,3.1839,2.2041,1.8197,1.0,Deuce,Estandar,0.0,Sacan,99.0,16.0,1.0,Selected,normal bajo,13.0
Bajo,Lateral,7.090199999999999,1.04,4.1273,1.0396,0.7992,1.0,Deuce,Estandar,0.0,Sacan,100.0,16.0,1.0,Selected,normal bajo,13.0
Bajo,Lateral,7.1282,1.48,3.6003,1.2029,1.1413,1.0,Deuce,Estandar,0.0,Sacan,103.0,16.0,1.0,Selected,normal bajo,13.0
Bajo,Lateral,5.8213,1.36,3.8287,2.1302,2.1292,1.0,Deuce,Estandar,0.0,Sacan,119.0,16.0,1.0,Selected,normal bajo,15.0
Bajo,Lateral,5.179,1.48,4.2617,1.9,2.2918,1.0,Deuce,Estandar,0.0,Sacan,122.0,16.0,1.0,Selected,normal bajo,16.0
Bajo,Lateral,8.271999999999998,1.12,3.7341,0.7413,0.5169,1.0,Deuce,Estandar,0.0,Sacan,129.0,16.0,1.0,Selected,normal bajo,17.0
Bajo,Lateral,8.395900000000001,1.16,3.6432,0.7371,0.4208,1.0,Deuce,Estandar,0.0,Sacan,132.0,16.0,1.0,Selected,normal bajo,17.0
Bajo,Lateral,6.9830000000000005,1.16,4.0599,1.1562,0.7777,1.0,Deuce,Estandar,0.0,Sacan,135.0,16.0,1.0,Selected,normal bajo,17.0
Bajo,Lateral,4.7471,1.52,4.0908,2.3425,2.8154,1.0,Deuce,Estandar,0.0,Sacan,138.0,16.0,1.0,Selected,normal bajo,18.0
Bajo,Lateral,6.0403,1.6,3.7138,1.7369,2.0032,1.0,Deuce,Estandar,0.0,Sacan,143.0,16.0,1.0,Selected,normal bajo,18.0
Bajo,Lateral,6.0276,1.28,3.4181,2.0601,2.1096,1.0,Deuce,Estandar,0.0,Sacan,147.0,16.0,1.0,Selected,normal bajo,19.0
Bajo,Lateral,8.4084,1.84,3.9066,0.699,0.6398,3.0,Deuce,Estandar,0.0,Sacan,16.0,12.0,2.0,Selected,normal bajo,2.0
Bajo,Lateral,7.0923,1.88,1.7058,1.2202,1.1321,3.0,Deuce,Estandar,0.0,Sacan,14.0,16.0,2.0,Selected,normal bajo,2.0
Bajo,Lateral,6.4616,2.0,4.0536,1.8536,1.9672,1.0,Deuce,Estandar,0.0,Restan,5.0,10.0,1.0,Selected,normal bajo,1.0
Bajo,Lateral,5.7699,1.24,3.5155,2.2838,2.2144,1.0,Deuce,Estandar,0.0,Restan,20.0,10.0,1.0,Selected,normal bajo,3.0
Bajo,Lateral,5.2325,1.36,3.7428,2.5711,2.5976,1.0,Deuce,Estandar,0.0,Restan,23.0,10.0,1.0,Selected,normal bajo,3.0
Bajo,Lateral,4.2696,2.0,4.0822,2.2343,3.607,1.0,Deuce,Estandar,0.0,Restan,52.0,10.0,1.0,Selected,normal bajo,7.0
Bajo,Lateral,6.299600000000002,1.24,3.5758,2.5251,1.9853,1.0,Deuce,Estandar,0.0,Restan,4.0,10.0,2.0,Selected,normal bajo,1.0
Bajo,Lateral,6.132899999999999,1.12,3.7801,2.4733,2.0382,1.0,Deuce,Estandar,0.0,Restan,32.0,10.0,2.0,Selected,normal bajo,4.0
Bajo,Lateral,4.5036,1.48,2.9746,2.8301,2.9246,1.0,Deuce,Estandar,0.0,Restan,61.0,10.0,2.0,Selected,normal bajo,8.0
Bajo,Lateral,6.540900000000001,1.04,3.3437,1.9848,1.1076,1.0,Deuce,Estandar,0.0,Restan,1.0,11.0,2.0,Selected,normal bajo,1.0
Bajo,Lateral,6.2005,1.04,3.7342,2.1652,1.5207,1.0,Deuce,Estandar,0.0,Restan,3.0,11.0,2.0,Selected,normal bajo,1.0
Bajo,Lateral,5.8793,1.12,3.4081,2.4486,1.8336,1.0,Deuce,Estandar,0.0,Restan,25.0,11.0,2.0,Selected,normal bajo,4.0
Bajo,Lateral,7.3247,1.36,3.3402,0.8088,0.8258,1.0,Deuce,Estandar,0.0,Restan,20.0,12.0,1.0,Selected,normal bajo,3.0
Bajo,Lateral,5.2036,1.32,3.4318,3.2011,3.3223,1.0,Deuce,Estandar,0.0,Restan,25.0,12.0,1.0,Selected,normal bajo,4.0
Bajo,Lateral,5.541399999999999,1.24,3.7033,2.8599,2.8874,1.0,Deuce,Estandar,0.0,Restan,31.0,12.0,1.0,Selected,normal bajo,4.0
Bajo,Lateral,7.7966999999999995,1.52,3.7985,1.3733,0.7948,1.0,Deuce,Estandar,0.0,Restan,36.0,12.0,1.0,Selected,normal bajo,5.0
Bajo,Lateral,6.997800000000002,1.8,3.7392,1.0653,1.0878,1.0,Deuce,Estandar,0.0,Restan,49.0,12.0,1.0,Selected,normal bajo,7.0
